OrderNumber,CustomerKey,Region,IncomeGroup
SO67540,17385,North America,Moderate
SO67541,11596,Europe,Moderate
SO67542,12258,Europe,Low
SO67543,19854,North America,High
SO67544,22267,North America,High
SO67545,14902,North America,Moderate
SO67546,16112,North America,High
SO67547,28688,Europe,Low
SO67548,12526,Europe,Moderate
SO67549,15184,Pacific,High
SO67550,15219,Pacific,High
SO67551,15150,Pacific,High
SO67552,26189,Pacific,Moderate
SO67553,23662,Pacific,High
SO67554,25558,Pacific,Low
SO67555,25020,Pacific,Low
SO67556,24252,Pacific,Low
SO67557,21878,Pacific,High
SO67558,24811,North America,Moderate
SO67559,27453,North America,High
SO67560,27279,North America,High
SO67561,24235,North America,Moderate
SO67562,23816,North America,Moderate
SO67563,20069,North America,Low
SO67564,23683,North America,Moderate
SO67565,23704,North America,Moderate
SO67566,23340,North America,High
SO67567,21355,North America,Moderate
SO67568,18318,North America,Moderate
SO67569,24182,Europe,Low
SO67570,23901,Europe,Low
SO67571,16298,Europe,Moderate
SO67572,14306,Pacific,Moderate
SO67573,12686,Pacific,High
SO67574,11443,Pacific,Moderate
SO67575,12990,Pacific,High
SO67576,11750,Pacific,Moderate
SO67577,15210,Pacific,Moderate
SO67578,26742,Pacific,High
SO67579,25824,Pacific,High
SO67580,18292,Pacific,High
SO67581,16425,Europe,Moderate
SO67582,19065,Europe,High
SO67583,19027,Europe,High
SO67584,19038,Europe,High
SO67585,14150,Europe,Low
SO67586,21667,Europe,Moderate
SO67587,17999,Europe,Low
SO67588,11212,North America,Moderate
SO67589,13988,North America,Moderate
SO67590,27748,North America,Moderate
SO67591,26780,North America,Low
SO67592,25274,North America,Moderate
SO67593,25278,North America,Moderate
SO67594,23812,North America,Moderate
SO67595,25153,North America,High
SO67596,22865,North America,High
SO67597,20396,North America,Moderate
SO67598,20355,North America,High
SO67599,18474,North America,Moderate
SO67600,18765,North America,Moderate
SO67601,18667,North America,Low
SO67602,26176,North America,Low
SO67603,14430,North America,High
SO67604,13386,North America,Moderate
SO67605,17101,Europe,Low
SO67606,15279,North America,Low
SO67607,16265,Europe,Low
SO67608,21834,Europe,High
SO67609,22564,Europe,Low
SO67610,24564,Europe,High
SO67611,12303,Europe,High
SO67612,22531,Europe,Low
SO67613,28912,Europe,High
SO67614,16649,North America,High
SO67615,12892,North America,Moderate
SO67616,11982,North America,Moderate
SO67617,16009,North America,High
SO67618,15191,North America,Moderate
SO67619,12923,North America,Moderate
SO67620,13391,North America,Moderate
SO67621,13406,Europe,High
SO67622,28705,Europe,Low
SO67623,24700,Europe,Low
SO67624,24305,Pacific,High
SO67625,26022,Pacific,High
SO67626,24272,Pacific,Low
SO67627,24266,Pacific,Low
SO67628,25704,Pacific,Low
SO67629,21889,Pacific,High
SO67630,15589,Pacific,High
SO67631,15362,North America,High
SO67632,27537,North America,High
SO67633,27250,North America,High
SO67634,23794,North America,Low
SO67635,21396,North America,Moderate
SO67636,18439,North America,Moderate
SO67637,18501,North America,Moderate
SO67638,24205,Europe,Low
SO67639,27892,Europe,Low
SO67640,13555,Europe,Moderate
SO67641,22510,Europe,Moderate
SO67642,18039,Europe,Low
SO67643,12688,Pacific,High
SO67644,12996,Pacific,High
SO67645,11102,Pacific,High
SO67646,18730,Pacific,High
SO67647,20224,Pacific,High
SO67648,26770,Pacific,High
SO67649,19798,Pacific,High
SO67650,11806,North America,High
SO67651,14328,North America,Low
SO67652,11211,North America,Moderate
SO67653,16667,North America,Low
SO67654,11530,North America,Moderate
SO67655,11784,North America,Moderate
SO67656,14077,North America,Low
SO67657,27395,North America,Moderate
SO67658,27012,North America,Moderate
SO67659,24510,North America,Moderate
SO67660,23876,North America,High
SO67661,15543,North America,High
SO67662,13318,North America,Moderate
SO67663,24222,North America,Moderate
SO67664,15761,North America,Low
SO67665,12964,North America,High
SO67666,23327,North America,Low
SO67667,19846,North America,High
SO67668,11078,North America,Moderate
SO67669,18588,North America,Moderate
SO67670,18506,North America,Moderate
SO67671,20849,Europe,Low
SO67672,17106,Europe,Low
SO67673,13506,Europe,Low
SO67674,16283,Europe,Low
SO67675,14715,Europe,Moderate
SO67676,28448,Europe,Low
SO67677,24845,Europe,High
SO67678,21007,Europe,Low
SO67679,24562,Europe,High
SO67680,11236,North America,High
SO67681,12598,Europe,Low
SO67682,12982,North America,High
SO67683,12023,North America,Low
SO67684,28691,Europe,Low
SO67685,15171,Pacific,High
SO67686,24303,Pacific,High
SO67687,21888,Pacific,High
SO67688,21894,Pacific,High
SO67689,21876,Pacific,High
SO67690,29274,North America,High
SO67691,24801,North America,Moderate
SO67692,24796,North America,Moderate
SO67693,25993,North America,Moderate
SO67694,12754,Europe,Moderate
SO67695,29357,Europe,Moderate
SO67696,12703,Pacific,High
SO67697,15263,Pacific,Low
SO67698,17350,Pacific,Moderate
SO67699,13954,Pacific,Moderate
SO67700,26149,Pacific,High
SO67701,19972,Pacific,High
SO67702,14712,Europe,Low
SO67703,19067,Europe,High
SO67704,19037,Europe,High
SO67705,11706,North America,Moderate
SO67706,11697,North America,Moderate
SO67707,26046,North America,High
SO67708,26501,North America,Moderate
SO67709,26246,North America,High
SO67710,13860,North America,Moderate
SO67711,12202,North America,High
SO67712,13474,North America,Moderate
SO67713,16479,North America,Moderate
SO67714,20692,North America,Moderate
SO67715,20633,North America,High
SO67716,20443,North America,Moderate
SO67717,21247,North America,Moderate
SO67718,20020,North America,High
SO67719,20119,North America,Moderate
SO67720,17406,North America,Moderate
SO67721,24625,North America,Moderate
SO67722,15292,North America,Moderate
SO67723,13921,North America,Moderate
SO67724,20881,Europe,Low
SO67725,19907,Europe,High
SO67726,17636,Europe,Low
SO67727,18165,Europe,High
SO67728,11506,North America,Moderate
SO67729,15571,North America,Moderate
SO67730,18541,North America,High
SO67731,12638,Europe,High
SO67732,14894,North America,Moderate
SO67733,14893,North America,Moderate
SO67734,16869,North America,High
SO67735,13088,North America,Moderate
SO67736,16850,North America,High
SO67737,16854,North America,High
SO67738,16867,North America,High
SO67739,12949,North America,Moderate
SO67740,16145,North America,High
SO67741,16829,Europe,High
SO67742,15214,Pacific,High
SO67743,15134,Pacific,High
SO67744,17920,Pacific,Low
SO67745,17921,Pacific,Low
SO67746,26566,Pacific,Moderate
SO67747,26745,Pacific,Moderate
SO67748,21897,Pacific,High
SO67749,27106,North America,High
SO67750,27296,North America,High
SO67751,27294,North America,High
SO67752,25977,North America,Moderate
SO67753,25986,North America,Moderate
SO67754,23815,North America,Moderate
SO67755,23454,North America,High
SO67756,23723,North America,Moderate
SO67757,14885,North America,Low
SO67758,20186,North America,Moderate
SO67759,18502,North America,Moderate
SO67760,18228,North America,Moderate
SO67761,13770,Europe,Moderate
SO67762,27009,Europe,Moderate
SO67763,24698,Europe,Low
SO67764,15676,Europe,Moderate
SO67765,17281,Pacific,Moderate
SO67766,14018,Pacific,Low
SO67767,14315,Pacific,High
SO67768,16697,Pacific,High
SO67769,20986,Pacific,Low
SO67770,23644,Pacific,High
SO67771,26671,Pacific,High
SO67772,15434,Pacific,Low
SO67773,20224,Pacific,High
SO67774,16428,Europe,Low
SO67775,17965,Europe,Moderate
SO67776,16424,Europe,Moderate
SO67777,12735,Europe,Low
SO67778,14155,Europe,Moderate
SO67779,14701,Europe,Low
SO67780,17998,Europe,Low
SO67781,18027,Europe,Low
SO67782,11276,North America,High
SO67783,29269,North America,High
SO67784,11844,North America,Moderate
SO67785,28974,North America,Moderate
SO67786,26494,North America,High
SO67787,26255,North America,Low
SO67788,27422,North America,Moderate
SO67789,24448,North America,Low
SO67790,26284,North America,Moderate
SO67791,11659,North America,Moderate
SO67792,21760,North America,Moderate
SO67793,15468,North America,Moderate
SO67794,20774,North America,High
SO67795,18913,North America,Moderate
SO67796,20742,North America,Low
SO67797,15573,North America,High
SO67798,15563,North America,Moderate
SO67799,29259,North America,High
SO67800,15296,North America,Moderate
SO67801,14542,Europe,Low
SO67802,15701,Europe,High
SO67803,19050,Europe,High
SO67804,16473,Europe,Low
SO67805,24045,Europe,Low
SO67806,19180,Europe,Low
SO67807,22496,Europe,Low
SO67808,26212,Europe,Low
SO67809,24715,Europe,Low
SO67810,12567,Europe,Low
SO67811,17723,Europe,Low
SO67812,21682,Europe,Moderate
SO67813,13219,North America,Moderate
SO67814,11877,North America,Moderate
SO67815,12651,Europe,High
SO67816,12565,Europe,Low
SO67817,19843,North America,High
SO67818,16845,North America,High
SO67819,16111,North America,High
SO67820,27763,Europe,Low
SO67821,27771,Europe,Low
SO67822,20923,Europe,Moderate
SO67823,12623,Europe,Low
SO67824,12874,Europe,Low
SO67825,17922,Pacific,Low
SO67826,27719,Pacific,High
SO67827,25563,Pacific,Low
SO67828,21943,Pacific,High
SO67829,15595,Pacific,High
SO67830,29264,North America,High
SO67831,27449,North America,High
SO67832,23463,North America,High
SO67833,18545,North America,Moderate
SO67834,18553,North America,Moderate
SO67835,17586,North America,Moderate
SO67836,25308,Europe,Low
SO67837,14305,Pacific,Moderate
SO67838,13011,Pacific,High
SO67839,11865,North America,Moderate
SO67840,11857,North America,Moderate
SO67841,11948,Pacific,Low
SO67842,16181,Pacific,High
SO67843,21884,Pacific,High
SO67844,27149,Pacific,Moderate
SO67845,22918,Pacific,High
SO67846,27580,Pacific,High
SO67847,15721,Pacific,High
SO67848,12736,Europe,Low
SO67849,19057,Europe,High
SO67850,14702,Europe,Low
SO67851,25796,Europe,High
SO67852,19419,Europe,Moderate
SO67853,18008,Europe,Low
SO67854,29134,North America,Moderate
SO67855,26258,North America,Low
SO67856,24758,North America,Moderate
SO67857,24765,North America,Moderate
SO67858,24288,North America,Moderate
SO67859,24519,North America,Moderate
SO67860,15859,North America,Moderate
SO67861,23800,North America,Low
SO67862,22101,North America,High
SO67863,22102,North America,High
SO67864,11505,North America,Moderate
SO67865,22053,North America,High
SO67866,20305,North America,Low
SO67867,19799,North America,High
SO67868,11200,North America,High
SO67869,14384,North America,Moderate
SO67870,15282,North America,High
SO67871,14693,Europe,Low
SO67872,20557,Europe,High
SO67873,12862,Europe,Low
SO67874,15108,Europe,High
SO67875,20571,Europe,High
SO67876,21831,Europe,High
SO67877,15712,Europe,High
SO67878,13294,North America,High
SO67879,13172,North America,High
SO67880,12910,North America,Moderate
SO67881,13207,North America,High
SO67882,16122,North America,Moderate
SO67883,16908,North America,High
SO67884,18377,North America,High
SO67885,16100,North America,High
SO67886,28698,Europe,Low
SO67887,26752,Pacific,Moderate
SO67888,21979,Pacific,Moderate
SO67889,23663,Pacific,High
SO67890,26024,Pacific,High
SO67891,25556,Pacific,Low
SO67892,15181,Pacific,High
SO67893,21886,Pacific,High
SO67894,15716,Pacific,High
SO67895,27521,North America,High
SO67896,25994,North America,Moderate
SO67897,23818,North America,Moderate
SO67898,23474,North America,High
SO67899,18548,North America,Moderate
SO67900,21269,North America,High
SO67901,23444,Europe,Low
SO67902,12805,Europe,Moderate
SO67903,12989,Pacific,High
SO67904,17073,Pacific,Moderate
SO67905,17907,Pacific,Low
SO67906,19571,Pacific,High
SO67907,12359,Pacific,High
SO67908,16538,Europe,Low
SO67909,14776,Europe,Moderate
SO67910,19910,Europe,High
SO67911,20892,Europe,Moderate
SO67912,28335,North America,Low
SO67913,26479,North America,Moderate
SO67914,15007,North America,Moderate
SO67915,12106,North America,Moderate
SO67916,12532,North America,Moderate
SO67917,24954,North America,Moderate
SO67918,11498,North America,Moderate
SO67919,23001,North America,High
SO67920,19767,North America,Moderate
SO67921,20342,North America,High
SO67922,20022,North America,Moderate
SO67923,26730,North America,Moderate
SO67924,17435,North America,High
SO67925,18661,North America,Low
SO67926,13199,North America,High
SO67927,15911,North America,Moderate
SO67928,28743,Europe,Low
SO67929,29419,Europe,Low
SO67930,19374,Europe,Low
SO67931,26394,Europe,High
SO67932,28467,Europe,Low
SO67933,23748,Europe,Low
SO67934,24879,Europe,High
SO67935,27188,Europe,Moderate
SO67936,14889,North America,Low
SO67937,13598,Europe,High
SO67938,12274,Europe,Low
SO67939,16871,North America,High
SO67940,16818,North America,High
SO67941,16095,North America,High
SO67942,15170,Pacific,High
SO67943,26740,Pacific,Moderate
SO67944,24257,Pacific,Low
SO67945,21885,Pacific,High
SO67946,27295,North America,High
SO67947,23742,North America,Moderate
SO67948,27406,North America,High
SO67949,23478,North America,High
SO67950,26692,North America,High
SO67951,21584,North America,Moderate
SO67952,18361,North America,Moderate
SO67953,18414,North America,Moderate
SO67954,21268,North America,High
SO67955,18234,North America,Moderate
SO67956,28370,Europe,Low
SO67957,13264,Europe,High
SO67958,26818,Europe,Low
SO67959,15678,Europe,Moderate
SO67960,12124,Europe,High
SO67961,11028,Pacific,Low
SO67962,18038,Europe,Low
SO67963,18046,Europe,Low
SO67964,12702,Pacific,High
SO67965,11068,Pacific,High
SO67966,16341,Pacific,Low
SO67967,21224,Pacific,High
SO67968,12036,Pacific,Moderate
SO67969,28305,Pacific,Moderate
SO67970,25227,Pacific,High
SO67971,25009,Pacific,Low
SO67972,13136,Pacific,Low
SO67973,17495,Pacific,Low
SO67974,17983,Europe,Moderate
SO67975,12613,Europe,Low
SO67976,14165,Europe,Moderate
SO67977,22664,Europe,Moderate
SO67978,24066,Europe,Moderate
SO67979,15826,North America,Low
SO67980,11205,North America,Moderate
SO67981,26778,North America,Moderate
SO67982,26477,North America,Moderate
SO67983,26453,North America,Moderate
SO67984,25357,North America,Low
SO67985,24750,North America,Low
SO67986,15864,North America,Moderate
SO67987,22084,North America,High
SO67988,22157,North America,Moderate
SO67989,12532,North America,Moderate
SO67990,27282,North America,Moderate
SO67991,15370,North America,High
SO67992,17702,Europe,Low
SO67993,17084,Europe,Low
SO67994,14197,Europe,High
SO67995,14864,Europe,Moderate
SO67996,23229,Europe,Low
SO67997,27151,Europe,Low
SO67998,27160,Europe,Low
SO67999,29444,Europe,Low
SO68000,24070,Europe,Low
SO68001,24076,Europe,Low
SO68002,14611,North America,Moderate
SO68003,11961,North America,High
SO68004,13196,North America,High
SO68005,16782,North America,Moderate
SO68006,20912,Europe,Moderate
SO68007,12619,Europe,Moderate
SO68008,19420,Europe,Moderate
SO68009,15192,Pacific,High
SO68010,15143,Pacific,High
SO68011,15144,Pacific,High
SO68012,25011,Pacific,Low
SO68013,25021,Pacific,Low
SO68014,27722,Pacific,High
SO68015,21944,Pacific,High
SO68016,24797,North America,Moderate
SO68017,27447,North America,High
SO68018,23733,North America,Moderate
SO68019,23341,North America,High
SO68020,23342,North America,High
SO68021,27014,North America,High
SO68022,17125,North America,Low
SO68023,28563,Europe,Moderate
SO68024,24697,Europe,Moderate
SO68025,25454,Europe,Low
SO68026,24115,Europe,Moderate
SO68027,15637,Europe,Moderate
SO68028,11603,Europe,Low
SO68029,12994,Pacific,High
SO68030,11184,North America,High
SO68031,18305,Pacific,Moderate
SO68032,19666,Pacific,Low
SO68033,18796,Pacific,Low
SO68034,11763,Pacific,High
SO68035,24253,Pacific,Low
SO68036,13008,Pacific,Moderate
SO68037,19904,Europe,High
SO68038,26715,North America,High
SO68039,11142,North America,Moderate
SO68040,26256,North America,Low
SO68041,25836,North America,Moderate
SO68042,22763,North America,Moderate
SO68043,18328,North America,Moderate
SO68044,17520,North America,Moderate
SO68045,24744,North America,Low
SO68046,15950,North America,High
SO68047,14628,North America,Moderate
SO68048,14488,North America,High
SO68049,22079,North America,High
SO68050,16202,Europe,Low
SO68051,15714,Europe,High
SO68052,17763,Europe,Low
SO68053,12134,Europe,High
SO68054,26368,Europe,Low
SO68055,23945,Europe,Low
SO68056,24856,Europe,High
SO68057,12476,Europe,Low
SO68058,27312,Europe,High
SO68059,13242,North America,High
SO68060,12664,Europe,High
SO68061,14895,North America,Moderate
SO68062,15016,North America,Moderate
SO68063,16653,North America,High
SO68064,26230,Europe,Low
SO68065,15223,Pacific,High
SO68066,26746,Pacific,Moderate
SO68067,29297,Pacific,Moderate
SO68068,25567,Pacific,Low
SO68069,21899,Pacific,High
SO68070,11372,Pacific,Low
SO68071,27104,North America,High
SO68072,29265,North America,High
SO68073,23453,North America,High
SO68074,23359,North America,High
SO68075,19206,North America,Low
SO68076,21484,North America,Moderate
SO68077,21282,North America,Moderate
SO68078,21424,North America,Moderate
SO68079,18543,North America,Moderate
SO68080,23592,North America,High
SO68081,23231,Europe,Low
SO68082,24214,Europe,Low
SO68083,14160,Europe,Moderate
SO68084,11421,Europe,High
SO68085,29463,Pacific,Low
SO68086,12685,Pacific,High
SO68087,12694,Pacific,High
SO68088,13001,Pacific,High
SO68089,17277,Pacific,High
SO68090,12087,North America,High
SO68091,11223,North America,High
SO68092,12704,Pacific,High
SO68093,21170,Pacific,High
SO68094,19753,Pacific,Low
SO68095,18720,Pacific,Moderate
SO68096,16410,Europe,Low
SO68097,12747,Europe,Low
SO68098,17825,Europe,Moderate
SO68099,19036,Europe,High
SO68100,19041,Europe,High
SO68101,17990,Europe,Low
SO68102,25751,Europe,Moderate
SO68103,11726,North America,High
SO68104,11502,North America,Moderate
SO68105,28016,North America,Low
SO68106,28050,North America,High
SO68107,11845,North America,Low
SO68108,26709,North America,High
SO68109,15468,North America,Moderate
SO68110,24634,North America,Moderate
SO68111,12936,North America,Moderate
SO68112,23497,North America,High
SO68113,18054,North America,Moderate
SO68114,11530,North America,Moderate
SO68115,20123,North America,Moderate
SO68116,18861,North America,High
SO68117,11330,North America,High
SO68118,16904,North America,High
SO68119,15814,North America,Moderate
SO68120,16325,Europe,Low
SO68121,18162,Europe,High
SO68122,14710,Europe,Low
SO68123,26906,Europe,Low
SO68124,25797,Europe,High
SO68125,25684,Europe,Low
SO68126,13604,Europe,High
SO68127,25517,Europe,Low
SO68128,13244,North America,High
SO68129,18389,North America,High
SO68130,16839,North America,High
SO68131,15283,North America,Moderate
SO68132,16645,North America,High
SO68133,12915,North America,Moderate
SO68134,12131,Europe,High
SO68135,24270,Pacific,Low
SO68136,27710,Pacific,High
SO68137,12583,Pacific,Low
SO68138,14605,North America,High
SO68139,22877,North America,Moderate
SO68140,24798,North America,Moderate
SO68141,23866,North America,Moderate
SO68142,28664,North America,High
SO68143,20209,North America,Moderate
SO68144,18562,North America,Moderate
SO68145,18371,North America,Moderate
SO68146,27909,Europe,Low
SO68147,28367,Europe,Low
SO68148,24191,Europe,Low
SO68149,14666,Pacific,High
SO68150,18047,Europe,Low
SO68151,11091,North America,High
SO68152,28610,North America,Low
SO68153,12692,Pacific,High
SO68154,15822,Pacific,Moderate
SO68155,19101,Pacific,High
SO68156,12691,Pacific,High
SO68157,28929,Pacific,High
SO68158,13972,Pacific,High
SO68159,16417,Europe,Low
SO68160,14770,Europe,Low
SO68161,12522,Europe,Low
SO68162,19299,Europe,Moderate
SO68163,17963,Europe,Low
SO68164,29212,North America,High
SO68165,29028,North America,High
SO68166,12136,North America,Low
SO68167,28361,North America,Moderate
SO68168,26518,North America,High
SO68169,27655,North America,High
SO68170,25897,North America,High
SO68171,26087,North America,High
SO68172,25082,North America,Moderate
SO68173,21415,North America,Moderate
SO68174,21809,North America,Moderate
SO68175,20538,North America,Moderate
SO68176,19853,North America,High
SO68177,20414,North America,Moderate
SO68178,18065,North America,High
SO68179,20752,North America,Low
SO68180,29351,North America,Moderate
SO68181,28426,Europe,Low
SO68182,12293,Europe,High
SO68183,28404,Europe,Low
SO68184,11301,North America,High
SO68185,12513,Europe,Low
SO68186,19845,North America,High
SO68187,13056,North America,Low
SO68188,27170,Europe,Low
SO68189,15632,Europe,Low
SO68190,15638,Europe,Low
SO68191,24301,Pacific,High
SO68192,12579,Pacific,Low
SO68193,21329,North America,Moderate
SO68194,14272,North America,Low
SO68195,20896,Europe,Low
SO68196,28371,Europe,Low
SO68197,11412,Europe,High
SO68198,22460,Europe,Low
SO68199,12695,Pacific,High
SO68200,15810,Pacific,High
SO68201,23437,Pacific,High
SO68202,16420,Europe,Low
SO68203,12520,Europe,Low
SO68204,19031,Europe,High
SO68205,25798,Europe,High
SO68206,11185,North America,High
SO68207,29023,North America,Moderate
SO68208,11698,North America,Moderate
SO68209,27213,North America,Low
SO68210,11203,North America,Moderate
SO68211,11287,North America,High
SO68212,26685,North America,High
SO68213,26178,North America,Moderate
SO68214,12106,North America,Moderate
SO68215,23703,North America,Moderate
SO68216,23495,North America,High
SO68217,23558,North America,Low
SO68218,20516,North America,High
SO68219,16072,North America,Moderate
SO68220,17344,North America,Moderate
SO68221,21276,North America,Moderate
SO68222,21277,North America,Moderate
SO68223,16485,North America,Moderate
SO68224,27643,North America,High
SO68225,20479,North America,High
SO68226,16545,Europe,Low
SO68227,16450,Europe,Low
SO68228,13608,Europe,High
SO68229,21829,Europe,High
SO68230,24014,Europe,Low
SO68231,19444,Europe,Low
SO68232,29426,Europe,Low
SO68233,12310,Europe,High
SO68234,14077,North America,Low
SO68235,11653,North America,Moderate
SO68236,12969,North America,Moderate
SO68237,16213,North America,Moderate
SO68238,13188,North America,High
SO68239,19869,North America,High
SO68240,18433,North America,High
SO68241,12975,North America,Moderate
SO68242,16835,North America,High
SO68243,12020,North America,Low
SO68244,14900,North America,Moderate
SO68245,15005,North America,Moderate
SO68246,15254,North America,Moderate
SO68247,18116,North America,High
SO68248,16478,North America,High
SO68249,16113,North America,High
SO68250,19365,Europe,Moderate
SO68251,15215,Pacific,High
SO68252,13010,Pacific,Moderate
SO68253,21982,Pacific,Moderate
SO68254,27418,North America,High
SO68255,27439,North America,High
SO68256,27450,North America,High
SO68257,21658,North America,Moderate
SO68258,23374,North America,High
SO68259,23319,North America,High
SO68260,18369,North America,Moderate
SO68261,14267,North America,Low
SO68262,20945,Europe,Low
SO68263,24112,Europe,Moderate
SO68264,28366,Europe,Low
SO68265,13109,Pacific,Moderate
SO68266,12561,Europe,Low
SO68267,11711,North America,High
SO68268,11787,North America,Moderate
SO68269,15238,Pacific,High
SO68270,17503,Pacific,Moderate
SO68271,18291,Pacific,High
SO68272,23426,Pacific,High
SO68273,28137,Pacific,High
SO68274,16166,Pacific,High
SO68275,17321,Pacific,High
SO68276,12704,Pacific,High
SO68277,14795,Europe,Low
SO68278,19901,Europe,High
SO68279,19076,Europe,High
SO68280,19028,Europe,High
SO68281,14159,Europe,Moderate
SO68282,15455,Europe,Low
SO68283,19193,Europe,Moderate
SO68284,15656,Europe,Low
SO68285,11078,North America,Moderate
SO68286,28358,North America,Moderate
SO68287,28001,North America,Moderate
SO68288,11078,North America,Moderate
SO68289,25360,North America,Low
SO68290,24264,North America,High
SO68291,25068,North America,Moderate
SO68292,14611,North America,Moderate
SO68293,13239,North America,Moderate
SO68294,23062,North America,Moderate
SO68295,21758,North America,Moderate
SO68296,23262,North America,Low
SO68297,21721,North America,Moderate
SO68298,22184,North America,Moderate
SO68299,21316,North America,High
SO68300,19699,North America,High
SO68301,18339,North America,Moderate
SO68302,17032,North America,Moderate
SO68303,16817,North America,High
SO68304,15539,North America,High
SO68305,14466,North America,High
SO68306,13374,North America,Moderate
SO68307,26851,Europe,Low
SO68308,21123,Europe,Low
SO68309,25318,Europe,Low
SO68310,28883,Europe,High
SO68311,25771,Europe,High
SO68312,22377,Europe,Low
SO68313,12590,Europe,Low
SO68314,15057,Europe,Low
SO68315,13683,Europe,Low
SO68316,26996,Europe,Moderate
SO68317,11679,North America,High
SO68318,12888,North America,Moderate
SO68319,12422,North America,Low
SO68320,11747,North America,High
SO68321,12552,Europe,Low
SO68322,14912,North America,Moderate
SO68323,13434,North America,Moderate
SO68324,16866,North America,High
SO68325,16819,North America,High
SO68326,15228,Pacific,High
SO68327,15178,Pacific,High
SO68328,26747,Pacific,Moderate
SO68329,21257,Pacific,Moderate
SO68330,14598,North America,High
SO68331,29261,North America,High
SO68332,27195,North America,High
SO68333,23211,North America,High
SO68334,21491,North America,Moderate
SO68335,21401,North America,Moderate
SO68336,21478,North America,Moderate
SO68337,18373,North America,Moderate
SO68338,18448,North America,Moderate
SO68339,20914,Europe,Low
SO68340,28420,Europe,Moderate
SO68341,14326,Pacific,High
SO68342,11975,North America,Moderate
SO68343,11500,North America,Moderate
SO68344,16016,Pacific,Low
SO68345,21879,Pacific,High
SO68346,14009,Pacific,Low
SO68347,16632,Pacific,High
SO68348,17984,Europe,Moderate
SO68349,19069,Europe,High
SO68350,26228,Europe,Moderate
SO68351,11166,North America,High
SO68352,11661,North America,Moderate
SO68353,28249,North America,High
SO68354,17385,North America,Moderate
SO68355,15572,North America,Moderate
SO68356,11709,North America,Moderate
SO68357,21502,North America,Moderate
SO68358,15526,North America,Moderate
SO68359,22337,North America,Low
SO68360,18880,North America,Moderate
SO68361,19685,North America,High
SO68362,19235,North America,Moderate
SO68363,27378,North America,Low
SO68364,15836,North America,Moderate
SO68365,15416,North America,High
SO68366,21732,North America,Moderate
SO68367,16467,Europe,Low
SO68368,29422,Europe,Low
SO68369,26843,Europe,Low
SO68370,19494,Europe,Low
SO68371,24144,Europe,Low
SO68372,24012,Europe,Low
SO68373,28906,Europe,High
SO68374,11177,North America,High
SO68375,13099,North America,High
SO68376,16127,North America,Moderate
SO68377,14891,North America,Moderate
SO68378,14892,North America,Moderate
SO68379,16244,North America,High
SO68380,16087,North America,High
SO68381,16101,North America,High
SO68382,27764,Europe,Low
SO68383,15585,Pacific,High
SO68384,15185,Pacific,High
SO68385,26751,Pacific,Moderate
SO68386,26191,Pacific,Moderate
SO68387,21258,Pacific,Moderate
SO68388,21562,Pacific,High
SO68389,29279,North America,High
SO68390,23479,North America,High
SO68391,23668,North America,Moderate
SO68392,18370,North America,Moderate
SO68393,18440,North America,Moderate
SO68394,24098,Europe,Low
SO68395,17182,Europe,High
SO68396,11017,Pacific,Low
SO68397,14235,Pacific,High
SO68398,22520,Europe,Moderate
SO68399,22461,Europe,Low
SO68400,12987,Pacific,High
SO68401,11897,Pacific,Moderate
SO68402,23657,Pacific,High
SO68403,13141,Pacific,Moderate
SO68404,11123,Pacific,High
SO68405,18289,Pacific,High
SO68406,16729,Pacific,Low
SO68407,14700,Europe,Moderate
SO68408,16393,Europe,Moderate
SO68409,15649,Europe,Low
SO68410,18633,Europe,Low
SO68411,11753,Pacific,High
SO68412,13169,North America,High
SO68413,11012,North America,High
SO68414,28861,North America,Moderate
SO68415,13096,North America,Moderate
SO68416,27915,North America,Moderate
SO68417,26450,North America,Low
SO68418,25277,North America,Moderate
SO68419,27456,North America,High
SO68420,11841,North America,Moderate
SO68421,19817,North America,Moderate
SO68422,21755,North America,High
SO68423,18407,North America,Moderate
SO68424,18784,North America,High
SO68425,18575,North America,Moderate
SO68426,20081,North America,Low
SO68427,13699,North America,Moderate
SO68428,14844,Europe,Low
SO68429,19187,Europe,Low
SO68430,11376,Europe,Moderate
SO68431,15102,Europe,High
SO68432,17090,Europe,Low
SO68433,22387,Europe,Low
SO68434,24132,Europe,Low
SO68435,22806,Europe,High
SO68436,26943,Europe,Low
SO68437,14359,North America,High
SO68438,14515,North America,Low
SO68439,12396,Europe,Low
SO68440,16090,North America,Moderate
SO68441,16852,North America,High
SO68442,15188,North America,Moderate
SO68443,15189,North America,Moderate
SO68444,16144,North America,High
SO68445,15204,Pacific,High
SO68446,26750,Pacific,Moderate
SO68447,26562,Pacific,Moderate
SO68448,26190,Pacific,Moderate
SO68449,25559,Pacific,Low
SO68450,27105,North America,High
SO68451,24793,North America,Moderate
SO68452,24800,North America,Moderate
SO68453,27440,North America,High
SO68454,27274,North America,High
SO68455,25969,North America,Moderate
SO68456,16011,North America,High
SO68457,23781,North America,Moderate
SO68458,19769,North America,Low
SO68459,19204,North America,Low
SO68460,21388,North America,High
SO68461,18366,North America,Moderate
SO68462,24211,Europe,Moderate
SO68463,13771,Europe,Moderate
SO68464,13782,Europe,Moderate
SO68465,22689,Europe,Low
SO68466,24127,Europe,Low
SO68467,29464,Pacific,Low
SO68468,11026,Pacific,Low
