CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
7828,08/04/2013 0:00:00,USD,AUD,"2,06 €","2,06 €",08/04/2013 0:00:00
7829,08/04/2013 0:00:00,USD,BRL,"2,85 €","2,86 €",08/04/2013 0:00:00
7830,08/04/2013 0:00:00,USD,CAD,"1,57 €","1,58 €",08/04/2013 0:00:00
7831,08/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",08/04/2013 0:00:00
7832,08/04/2013 0:00:00,USD,EUR,"1,09 €","1,10 €",08/04/2013 0:00:00
7833,08/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",08/04/2013 0:00:00
7834,08/04/2013 0:00:00,USD,JPY,"116,68 €","116,73 €",08/04/2013 0:00:00
7835,08/04/2013 0:00:00,USD,MXN,"9,39 €","9,40 €",08/04/2013 0:00:00
7836,08/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",08/04/2013 0:00:00
7837,08/04/2013 0:00:00,USD,VEB,"744,00 €","744,08 €",08/04/2013 0:00:00
7838,09/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",09/04/2013 0:00:00
7839,09/04/2013 0:00:00,USD,AUD,"2,06 €","2,06 €",09/04/2013 0:00:00
7840,09/04/2013 0:00:00,USD,BRL,"2,85 €","2,85 €",09/04/2013 0:00:00
7841,09/04/2013 0:00:00,USD,CAD,"1,57 €","1,57 €",09/04/2013 0:00:00
7842,09/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",09/04/2013 0:00:00
7843,09/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",09/04/2013 0:00:00
7844,09/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",09/04/2013 0:00:00
7845,09/04/2013 0:00:00,USD,JPY,"118,00 €","117,91 €",09/04/2013 0:00:00
7846,09/04/2013 0:00:00,USD,MXN,"9,39 €","9,39 €",09/04/2013 0:00:00
7847,09/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",09/04/2013 0:00:00
7848,09/04/2013 0:00:00,USD,VEB,"744,00 €","743,92 €",09/04/2013 0:00:00
7849,10/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",10/04/2013 0:00:00
7850,10/04/2013 0:00:00,USD,AUD,"2,04 €","2,04 €",10/04/2013 0:00:00
7851,10/04/2013 0:00:00,USD,BRL,"2,85 €","2,86 €",10/04/2013 0:00:00
7852,10/04/2013 0:00:00,USD,CAD,"1,57 €","1,58 €",10/04/2013 0:00:00
7853,10/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",10/04/2013 0:00:00
7854,10/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",10/04/2013 0:00:00
7855,10/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",10/04/2013 0:00:00
7856,10/04/2013 0:00:00,USD,JPY,"117,58 €","117,60 €",10/04/2013 0:00:00
7857,10/04/2013 0:00:00,USD,MXN,"9,39 €","9,40 €",10/04/2013 0:00:00
7858,10/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",10/04/2013 0:00:00
7859,10/04/2013 0:00:00,USD,VEB,"744,01 €","744,11 €",10/04/2013 0:00:00
7860,11/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",11/04/2013 0:00:00
7861,11/04/2013 0:00:00,USD,AUD,"2,03 €","2,03 €",11/04/2013 0:00:00
7862,11/04/2013 0:00:00,USD,BRL,"2,77 €","2,77 €",11/04/2013 0:00:00
7863,11/04/2013 0:00:00,USD,CAD,"1,57 €","1,57 €",11/04/2013 0:00:00
7864,11/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",11/04/2013 0:00:00
7865,11/04/2013 0:00:00,USD,EUR,"1,08 €","1,08 €",11/04/2013 0:00:00
7866,11/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",11/04/2013 0:00:00
7867,11/04/2013 0:00:00,USD,JPY,"117,66 €","117,61 €",11/04/2013 0:00:00
7868,11/04/2013 0:00:00,USD,MXN,"9,39 €","9,39 €",11/04/2013 0:00:00
7869,11/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",11/04/2013 0:00:00
7870,11/04/2013 0:00:00,USD,VEB,"744,01 €","743,92 €",11/04/2013 0:00:00
7871,12/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",12/04/2013 0:00:00
7872,12/04/2013 0:00:00,USD,AUD,"2,04 €","2,04 €",12/04/2013 0:00:00
7873,12/04/2013 0:00:00,USD,BRL,"2,81 €","2,81 €",12/04/2013 0:00:00
7874,12/04/2013 0:00:00,USD,CAD,"1,57 €","1,58 €",12/04/2013 0:00:00
7875,12/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",12/04/2013 0:00:00
7876,12/04/2013 0:00:00,USD,EUR,"1,08 €","1,08 €",12/04/2013 0:00:00
7877,12/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",12/04/2013 0:00:00
7878,12/04/2013 0:00:00,USD,JPY,"117,77 €","117,81 €",12/04/2013 0:00:00
7879,12/04/2013 0:00:00,USD,MXN,"9,54 €","9,55 €",12/04/2013 0:00:00
7880,12/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",12/04/2013 0:00:00
7881,12/04/2013 0:00:00,USD,VEB,"744,00 €","744,03 €",12/04/2013 0:00:00
7882,13/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",13/04/2013 0:00:00
7883,13/04/2013 0:00:00,USD,AUD,"2,05 €","2,05 €",13/04/2013 0:00:00
7884,13/04/2013 0:00:00,USD,BRL,"2,82 €","2,81 €",13/04/2013 0:00:00
7885,13/04/2013 0:00:00,USD,CAD,"1,58 €","1,58 €",13/04/2013 0:00:00
7886,13/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",13/04/2013 0:00:00
7887,13/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",13/04/2013 0:00:00
7888,13/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",13/04/2013 0:00:00
7889,13/04/2013 0:00:00,USD,JPY,"119,58 €","119,57 €",13/04/2013 0:00:00
7890,13/04/2013 0:00:00,USD,MXN,"9,54 €","9,54 €",13/04/2013 0:00:00
7891,13/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",13/04/2013 0:00:00
7892,13/04/2013 0:00:00,USD,VEB,"744,26 €","744,19 €",13/04/2013 0:00:00
7893,14/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",14/04/2013 0:00:00
7894,14/04/2013 0:00:00,USD,AUD,"2,03 €","2,03 €",14/04/2013 0:00:00
7895,14/04/2013 0:00:00,USD,BRL,"2,76 €","2,77 €",14/04/2013 0:00:00
7896,14/04/2013 0:00:00,USD,CAD,"1,58 €","1,58 €",14/04/2013 0:00:00
7897,14/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",14/04/2013 0:00:00
7898,14/04/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",14/04/2013 0:00:00
7899,14/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",14/04/2013 0:00:00
7900,14/04/2013 0:00:00,USD,JPY,"119,48 €","119,55 €",14/04/2013 0:00:00
7901,14/04/2013 0:00:00,USD,MXN,"9,52 €","9,52 €",14/04/2013 0:00:00
7902,14/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",14/04/2013 0:00:00
7903,14/04/2013 0:00:00,USD,VEB,"744,40 €","744,47 €",14/04/2013 0:00:00
7904,15/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",15/04/2013 0:00:00
7905,15/04/2013 0:00:00,USD,AUD,"2,03 €","2,03 €",15/04/2013 0:00:00
7906,15/04/2013 0:00:00,USD,BRL,"2,76 €","2,75 €",15/04/2013 0:00:00
7907,15/04/2013 0:00:00,USD,CAD,"1,58 €","1,57 €",15/04/2013 0:00:00
7908,15/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",15/04/2013 0:00:00
7909,15/04/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",15/04/2013 0:00:00
7910,15/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",15/04/2013 0:00:00
7911,15/04/2013 0:00:00,USD,JPY,"119,56 €","119,54 €",15/04/2013 0:00:00
7912,15/04/2013 0:00:00,USD,MXN,"9,52 €","9,51 €",15/04/2013 0:00:00
7913,15/04/2013 0:00:00,USD,SAR,"3,75 €","3,74 €",15/04/2013 0:00:00
7914,15/04/2013 0:00:00,USD,VEB,"744,40 €","744,37 €",15/04/2013 0:00:00
7915,16/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",16/04/2013 0:00:00
7916,16/04/2013 0:00:00,USD,AUD,"2,03 €","2,03 €",16/04/2013 0:00:00
7917,16/04/2013 0:00:00,USD,BRL,"2,76 €","2,76 €",16/04/2013 0:00:00
7918,16/04/2013 0:00:00,USD,CAD,"1,58 €","1,58 €",16/04/2013 0:00:00
7919,16/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",16/04/2013 0:00:00
7920,16/04/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",16/04/2013 0:00:00
7921,16/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",16/04/2013 0:00:00
7922,16/04/2013 0:00:00,USD,JPY,"119,70 €","119,70 €",16/04/2013 0:00:00
7923,16/04/2013 0:00:00,USD,MXN,"9,52 €","9,52 €",16/04/2013 0:00:00
7924,16/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",16/04/2013 0:00:00
7925,16/04/2013 0:00:00,USD,VEB,"744,40 €","744,45 €",16/04/2013 0:00:00
7926,17/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",17/04/2013 0:00:00
7927,17/04/2013 0:00:00,USD,AUD,"2,02 €","2,02 €",17/04/2013 0:00:00
7928,17/04/2013 0:00:00,USD,BRL,"2,76 €","2,76 €",17/04/2013 0:00:00
7929,17/04/2013 0:00:00,USD,CAD,"1,58 €","1,57 €",17/04/2013 0:00:00
7930,17/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",17/04/2013 0:00:00
7931,17/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",17/04/2013 0:00:00
7932,17/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",17/04/2013 0:00:00
7933,17/04/2013 0:00:00,USD,JPY,"120,26 €","120,24 €",17/04/2013 0:00:00
7934,17/04/2013 0:00:00,USD,MXN,"9,51 €","9,51 €",17/04/2013 0:00:00
7935,17/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",17/04/2013 0:00:00
7936,17/04/2013 0:00:00,USD,VEB,"744,25 €","744,22 €",17/04/2013 0:00:00
7937,18/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",18/04/2013 0:00:00
7938,18/04/2013 0:00:00,USD,AUD,"2,02 €","2,02 €",18/04/2013 0:00:00
7939,18/04/2013 0:00:00,USD,BRL,"2,76 €","2,77 €",18/04/2013 0:00:00
7940,18/04/2013 0:00:00,USD,CAD,"1,57 €","1,58 €",18/04/2013 0:00:00
7941,18/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",18/04/2013 0:00:00
7942,18/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",18/04/2013 0:00:00
7943,18/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",18/04/2013 0:00:00
7944,18/04/2013 0:00:00,USD,JPY,"120,81 €","120,87 €",18/04/2013 0:00:00
7945,18/04/2013 0:00:00,USD,MXN,"9,54 €","9,55 €",18/04/2013 0:00:00
7946,18/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",18/04/2013 0:00:00
7947,18/04/2013 0:00:00,USD,VEB,"744,25 €","744,34 €",18/04/2013 0:00:00
7948,19/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",19/04/2013 0:00:00
7949,19/04/2013 0:00:00,USD,AUD,"2,02 €","2,02 €",19/04/2013 0:00:00
7950,19/04/2013 0:00:00,USD,BRL,"2,76 €","2,75 €",19/04/2013 0:00:00
7951,19/04/2013 0:00:00,USD,CAD,"1,57 €","1,57 €",19/04/2013 0:00:00
7952,19/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",19/04/2013 0:00:00
7953,19/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",19/04/2013 0:00:00
7954,19/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",19/04/2013 0:00:00
7955,19/04/2013 0:00:00,USD,JPY,"120,69 €","120,60 €",19/04/2013 0:00:00
7956,19/04/2013 0:00:00,USD,MXN,"9,55 €","9,54 €",19/04/2013 0:00:00
7957,19/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",19/04/2013 0:00:00
7958,19/04/2013 0:00:00,USD,VEB,"744,25 €","744,23 €",19/04/2013 0:00:00
7959,20/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",20/04/2013 0:00:00
7960,20/04/2013 0:00:00,USD,AUD,"2,01 €","2,01 €",20/04/2013 0:00:00
7961,20/04/2013 0:00:00,USD,BRL,"2,76 €","2,77 €",20/04/2013 0:00:00
7962,20/04/2013 0:00:00,USD,CAD,"1,57 €","1,57 €",20/04/2013 0:00:00
7963,20/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",20/04/2013 0:00:00
7964,20/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",20/04/2013 0:00:00
7965,20/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",20/04/2013 0:00:00
7966,20/04/2013 0:00:00,USD,JPY,"120,53 €","120,60 €",20/04/2013 0:00:00
7967,20/04/2013 0:00:00,USD,MXN,"9,60 €","9,61 €",20/04/2013 0:00:00
7968,20/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",20/04/2013 0:00:00
7969,20/04/2013 0:00:00,USD,VEB,"744,01 €","744,07 €",20/04/2013 0:00:00
7970,21/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",21/04/2013 0:00:00
7971,21/04/2013 0:00:00,USD,AUD,"1,97 €","1,97 €",21/04/2013 0:00:00
7972,21/04/2013 0:00:00,USD,BRL,"2,84 €","2,83 €",21/04/2013 0:00:00
7973,21/04/2013 0:00:00,USD,CAD,"1,56 €","1,56 €",21/04/2013 0:00:00
7974,21/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",21/04/2013 0:00:00
7975,21/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",21/04/2013 0:00:00
7976,21/04/2013 0:00:00,USD,GBP,"0,68 €","0,67 €",21/04/2013 0:00:00
7977,21/04/2013 0:00:00,USD,JPY,"120,49 €","120,44 €",21/04/2013 0:00:00
7978,21/04/2013 0:00:00,USD,MXN,"9,59 €","9,59 €",21/04/2013 0:00:00
7979,21/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",21/04/2013 0:00:00
7980,21/04/2013 0:00:00,USD,VEB,"744,00 €","743,91 €",21/04/2013 0:00:00
7981,22/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",22/04/2013 0:00:00
7982,22/04/2013 0:00:00,USD,AUD,"1,97 €","1,97 €",22/04/2013 0:00:00
7983,22/04/2013 0:00:00,USD,BRL,"2,84 €","2,84 €",22/04/2013 0:00:00
7984,22/04/2013 0:00:00,USD,CAD,"1,56 €","1,57 €",22/04/2013 0:00:00
7985,22/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",22/04/2013 0:00:00
7986,22/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",22/04/2013 0:00:00
7987,22/04/2013 0:00:00,USD,GBP,"0,67 €","0,67 €",22/04/2013 0:00:00
7988,22/04/2013 0:00:00,USD,JPY,"120,55 €","120,64 €",22/04/2013 0:00:00
7989,22/04/2013 0:00:00,USD,MXN,"9,59 €","9,60 €",22/04/2013 0:00:00
7990,22/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",22/04/2013 0:00:00
7991,22/04/2013 0:00:00,USD,VEB,"744,00 €","744,03 €",22/04/2013 0:00:00
7992,23/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",23/04/2013 0:00:00
7993,23/04/2013 0:00:00,USD,AUD,"1,97 €","1,96 €",23/04/2013 0:00:00
7994,23/04/2013 0:00:00,USD,BRL,"2,84 €","2,83 €",23/04/2013 0:00:00
7995,23/04/2013 0:00:00,USD,CAD,"1,56 €","1,55 €",23/04/2013 0:00:00
7996,23/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",23/04/2013 0:00:00
7997,23/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",23/04/2013 0:00:00
7998,23/04/2013 0:00:00,USD,GBP,"0,67 €","0,67 €",23/04/2013 0:00:00
7999,23/04/2013 0:00:00,USD,JPY,"120,47 €","120,40 €",23/04/2013 0:00:00
8000,23/04/2013 0:00:00,USD,MXN,"9,59 €","9,58 €",23/04/2013 0:00:00
8001,23/04/2013 0:00:00,USD,SAR,"3,75 €","3,74 €",23/04/2013 0:00:00
8002,23/04/2013 0:00:00,USD,VEB,"744,00 €","743,96 €",23/04/2013 0:00:00
8003,24/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",24/04/2013 0:00:00
8004,24/04/2013 0:00:00,USD,AUD,"1,97 €","1,97 €",24/04/2013 0:00:00
8005,24/04/2013 0:00:00,USD,BRL,"2,86 €","2,86 €",24/04/2013 0:00:00
8006,24/04/2013 0:00:00,USD,CAD,"1,56 €","1,57 €",24/04/2013 0:00:00
8007,24/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",24/04/2013 0:00:00
8008,24/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",24/04/2013 0:00:00
8009,24/04/2013 0:00:00,USD,GBP,"0,68 €","0,68 €",24/04/2013 0:00:00
8010,24/04/2013 0:00:00,USD,JPY,"119,96 €","120,01 €",24/04/2013 0:00:00
8011,24/04/2013 0:00:00,USD,MXN,"9,62 €","9,62 €",24/04/2013 0:00:00
8012,24/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",24/04/2013 0:00:00
8013,24/04/2013 0:00:00,USD,VEB,"744,25 €","744,27 €",24/04/2013 0:00:00
8014,25/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",25/04/2013 0:00:00
8015,25/04/2013 0:00:00,USD,AUD,"2,00 €","2,00 €",25/04/2013 0:00:00
8016,25/04/2013 0:00:00,USD,BRL,"2,86 €","2,86 €",25/04/2013 0:00:00
8017,25/04/2013 0:00:00,USD,CAD,"1,57 €","1,56 €",25/04/2013 0:00:00
8018,25/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",25/04/2013 0:00:00
8019,25/04/2013 0:00:00,USD,EUR,"1,09 €","1,09 €",25/04/2013 0:00:00
8020,25/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",25/04/2013 0:00:00
8021,25/04/2013 0:00:00,USD,JPY,"120,27 €","120,19 €",25/04/2013 0:00:00
8022,25/04/2013 0:00:00,USD,MXN,"9,48 €","9,47 €",25/04/2013 0:00:00
8023,25/04/2013 0:00:00,USD,SAR,"3,75 €","3,75 €",25/04/2013 0:00:00
8024,25/04/2013 0:00:00,USD,VEB,"744,15 €","744,14 €",25/04/2013 0:00:00
8025,26/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",26/04/2013 0:00:00
8026,26/04/2013 0:00:00,USD,AUD,"1,99 €","1,99 €",26/04/2013 0:00:00
8027,26/04/2013 0:00:00,USD,BRL,"2,87 €","2,88 €",26/04/2013 0:00:00
8028,26/04/2013 0:00:00,USD,CAD,"1,57 €","1,57 €",26/04/2013 0:00:00
8029,26/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",26/04/2013 0:00:00
8030,26/04/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",26/04/2013 0:00:00
8031,26/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",26/04/2013 0:00:00
8032,26/04/2013 0:00:00,USD,JPY,"120,39 €","120,39 €",26/04/2013 0:00:00
8033,26/04/2013 0:00:00,USD,MXN,"9,39 €","9,39 €",26/04/2013 0:00:00
8034,26/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",26/04/2013 0:00:00
8035,26/04/2013 0:00:00,USD,VEB,"744,25 €","744,27 €",26/04/2013 0:00:00
8036,27/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",27/04/2013 0:00:00
8037,27/04/2013 0:00:00,USD,AUD,"2,00 €","2,00 €",27/04/2013 0:00:00
8038,27/04/2013 0:00:00,USD,BRL,"2,86 €","2,86 €",27/04/2013 0:00:00
8039,27/04/2013 0:00:00,USD,CAD,"1,57 €","1,56 €",27/04/2013 0:00:00
8040,27/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",27/04/2013 0:00:00
8041,27/04/2013 0:00:00,USD,EUR,"1,11 €","1,11 €",27/04/2013 0:00:00
8042,27/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",27/04/2013 0:00:00
8043,27/04/2013 0:00:00,USD,JPY,"121,53 €","121,45 €",27/04/2013 0:00:00
8044,27/04/2013 0:00:00,USD,MXN,"9,38 €","9,38 €",27/04/2013 0:00:00
8045,27/04/2013 0:00:00,USD,SAR,"3,75 €","3,74 €",27/04/2013 0:00:00
8046,27/04/2013 0:00:00,USD,VEB,"744,01 €","743,92 €",27/04/2013 0:00:00
8047,28/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",28/04/2013 0:00:00
8048,28/04/2013 0:00:00,USD,AUD,"1,98 €","1,98 €",28/04/2013 0:00:00
8049,28/04/2013 0:00:00,USD,BRL,"2,87 €","2,87 €",28/04/2013 0:00:00
8050,28/04/2013 0:00:00,USD,CAD,"1,56 €","1,57 €",28/04/2013 0:00:00
8051,28/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",28/04/2013 0:00:00
8052,28/04/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",28/04/2013 0:00:00
8053,28/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",28/04/2013 0:00:00
8054,28/04/2013 0:00:00,USD,JPY,"121,30 €","121,39 €",28/04/2013 0:00:00
8055,28/04/2013 0:00:00,USD,MXN,"9,35 €","9,35 €",28/04/2013 0:00:00
8056,28/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",28/04/2013 0:00:00
8057,28/04/2013 0:00:00,USD,VEB,"744,30 €","744,30 €",28/04/2013 0:00:00
8058,29/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",29/04/2013 0:00:00
8059,29/04/2013 0:00:00,USD,AUD,"1,98 €","1,98 €",29/04/2013 0:00:00
8060,29/04/2013 0:00:00,USD,BRL,"2,87 €","2,86 €",29/04/2013 0:00:00
8061,29/04/2013 0:00:00,USD,CAD,"1,56 €","1,56 €",29/04/2013 0:00:00
8062,29/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",29/04/2013 0:00:00
8063,29/04/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",29/04/2013 0:00:00
8064,29/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",29/04/2013 0:00:00
8065,29/04/2013 0:00:00,USD,JPY,"121,13 €","121,13 €",29/04/2013 0:00:00
8066,29/04/2013 0:00:00,USD,MXN,"9,35 €","9,34 €",29/04/2013 0:00:00
8067,29/04/2013 0:00:00,USD,SAR,"3,75 €","3,74 €",29/04/2013 0:00:00
8068,29/04/2013 0:00:00,USD,VEB,"744,30 €","744,24 €",29/04/2013 0:00:00
8069,30/04/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",30/04/2013 0:00:00
8070,30/04/2013 0:00:00,USD,AUD,"1,97 €","1,97 €",30/04/2013 0:00:00
8071,30/04/2013 0:00:00,USD,BRL,"2,87 €","2,87 €",30/04/2013 0:00:00
8072,30/04/2013 0:00:00,USD,CAD,"1,56 €","1,57 €",30/04/2013 0:00:00
8073,30/04/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",30/04/2013 0:00:00
8074,30/04/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",30/04/2013 0:00:00
8075,30/04/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",30/04/2013 0:00:00
8076,30/04/2013 0:00:00,USD,JPY,"121,04 €","121,08 €",30/04/2013 0:00:00
8077,30/04/2013 0:00:00,USD,MXN,"9,35 €","9,36 €",30/04/2013 0:00:00
8078,30/04/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",30/04/2013 0:00:00
8079,30/04/2013 0:00:00,USD,VEB,"744,30 €","744,38 €",30/04/2013 0:00:00
8080,01/05/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",01/05/2013 0:00:00
8081,01/05/2013 0:00:00,USD,AUD,"1,94 €","1,94 €",01/05/2013 0:00:00
8082,01/05/2013 0:00:00,USD,BRL,"2,87 €","2,87 €",01/05/2013 0:00:00
8083,01/05/2013 0:00:00,USD,CAD,"1,56 €","1,55 €",01/05/2013 0:00:00
8084,01/05/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",01/05/2013 0:00:00
8085,01/05/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",01/05/2013 0:00:00
8086,01/05/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",01/05/2013 0:00:00
8087,01/05/2013 0:00:00,USD,JPY,"120,94 €","120,91 €",01/05/2013 0:00:00
8088,01/05/2013 0:00:00,USD,MXN,"9,30 €","9,29 €",01/05/2013 0:00:00
8089,01/05/2013 0:00:00,USD,SAR,"3,75 €","3,74 €",01/05/2013 0:00:00
8090,01/05/2013 0:00:00,USD,VEB,"744,00 €","743,91 €",01/05/2013 0:00:00
8091,02/05/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",02/05/2013 0:00:00
8092,02/05/2013 0:00:00,USD,AUD,"1,96 €","1,96 €",02/05/2013 0:00:00
8093,02/05/2013 0:00:00,USD,BRL,"2,86 €","2,87 €",02/05/2013 0:00:00
8094,02/05/2013 0:00:00,USD,CAD,"1,56 €","1,57 €",02/05/2013 0:00:00
8095,02/05/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",02/05/2013 0:00:00
8096,02/05/2013 0:00:00,USD,EUR,"1,10 €","1,10 €",02/05/2013 0:00:00
8097,02/05/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",02/05/2013 0:00:00
8098,02/05/2013 0:00:00,USD,JPY,"121,26 €","121,28 €",02/05/2013 0:00:00
8099,02/05/2013 0:00:00,USD,MXN,"9,23 €","9,23 €",02/05/2013 0:00:00
8100,02/05/2013 0:00:00,USD,SAR,"3,75 €","3,76 €",02/05/2013 0:00:00
8101,02/05/2013 0:00:00,USD,VEB,"744,15 €","744,20 €",02/05/2013 0:00:00
8102,03/05/2013 0:00:00,USD,ARS,"1,00 €","1,00 €",03/05/2013 0:00:00
8103,03/05/2013 0:00:00,USD,AUD,"1,95 €","1,95 €",03/05/2013 0:00:00
8104,03/05/2013 0:00:00,USD,BRL,"2,80 €","2,80 €",03/05/2013 0:00:00
8105,03/05/2013 0:00:00,USD,CAD,"1,57 €","1,56 €",03/05/2013 0:00:00
8106,03/05/2013 0:00:00,USD,CNY,"8,29 €","8,29 €",03/05/2013 0:00:00
8107,03/05/2013 0:00:00,USD,EUR,"1,11 €","1,11 €",03/05/2013 0:00:00
8108,03/05/2013 0:00:00,USD,GBP,"0,69 €","0,69 €",03/05/2013 0:00:00
8109,03/05/2013 0:00:00,USD,JPY,"121,24 €","121,17 €",03/05/2013 0:00:00
8110,03/05/2013 0:00:00,USD,MXN,"9,26 €","9,26 €",03/05/2013 0:00:00
8111,03/05/2013 0:00:00,USD,SAR,"3,75 €","3,74 €",03/05/2013 0:00:00
